,State,County,year,month,avg(NO2 Mean)
7140,California,San Diego,2010,5,10.185417032258062
7141,Maine,Cumberland,2010,11,11.327142899999997
7142,North Carolina,Mecklenburg,2010,10,12.952708838709672
7143,Pennsylvania,Cambria,2010,8,6.774982451612897
7144,Texas,El Paso,2010,11,17.683214533333345
7145,California,Fresno,2011,1,16.760742129032256
7146,Kansas,Wyandotte,2009,9,14.23726380000001
7147,Texas,El Paso,2009,3,14.313237419354849
7148,Virginia,Alexandria City,2009,10,14.872388645161285
7149,Arizona,Maricopa,2010,1,22.202589247191007
7150,California,Humboldt,2010,9,2.8581714000000003
7151,New York,Bronx,2010,1,24.895570354838714
7152,New York,Suffolk,2010,7,6.9940695806451565
7153,North Carolina,Mecklenburg,2010,3,14.059247870967738
7154,Pennsylvania,Erie,2010,6,3.119639666666666
7155,Texas,Bexar,2010,5,4.563025387096771
7156,Illinois,Saint Clair,2009,3,13.830561111111114
7157,Iowa,Polk,2009,4,8.153041333333329
7158,South Carolina,Charleston,2009,8,0.1840278333333333
7159,Country Of Mexico,BAJA CALIFORNIA NORTE,2009,1,27.48394721874999
7160,California,Los Angeles,2010,6,12.526866753333374
7161,California,Orange,2010,6,1.7332740666666673
7162,California,Imperial,2011,3,13.29184864516129
7163,California,Santa Clara,2009,8,11.268246032258059
7164,Maine,Aroostook,2009,8,1.0453914838709673
7165,Ohio,Medina,2009,12,6.985406000000003
7166,Oregon,Multnomah,2009,8,9.569508419354841
7167,California,Contra Costa,2010,9,8.485754077777786
7168,California,Santa Barbara,2010,10,2.1667939784946264
7169,California,Santa Clara,2010,9,13.724794916666669
7170,Oklahoma,Adair,2010,1,4.064886333333335
7171,Texas,Harris,2010,5,9.9425354262295
7172,Country Of Mexico,BAJA CALIFORNIA NORTE,2010,6,14.010458970588228
7173,California,Sacramento,2009,10,11.579465693548395
7174,California,Santa Barbara,2009,4,2.1367850777777764
7175,New York,Queens,2009,7,19.662037166666664
7176,North Dakota,Cass,2009,5,3.7362850322580656
7177,California,Contra Costa,2010,4,4.487681200000001
7178,California,Imperial,2010,1,17.29626661290325
7179,California,Santa Barbara,2010,3,2.180253827956992
7180,New York,Bronx,2009,8,17.51034625806452
7181,Pennsylvania,Philadelphia,2009,6,13.924052300000007
7182,Kansas,Wyandotte,2010,11,12.32941926666666
7183,Massachusetts,Suffolk,2010,9,12.629325400000006
7184,Pennsylvania,Allegheny,2010,10,13.178830571428572
7185,Tennessee,Blount,2010,5,0.39913419354838714
7186,Texas,Dallas,2010,4,11.680966633333298
7187,Arizona,Pima,2011,8,8.610099903225809
7188,Texas,McLennan,2009,12,3.3839174193548396
7189,California,Solano,2010,6,5.078806733333334
7190,New Hampshire,Hillsborough,2010,7,4.920021032258064
7191,New York,Queens,2010,1,23.72231187096775
7192,Arkansas,Pulaski,2011,1,11.322589161290304
7193,Colorado,Adams,2009,11,26.064875466666663
7194,Tennessee,Blount,2009,12,1.4181345806451593
7195,Texas,Dallas,2009,10,8.564510050000013
7196,California,Alameda,2010,3,14.026677451612908
7197,California,Santa Clara,2010,2,16.39535475
7198,Massachusetts,Suffolk,2010,10,14.619608806451627
7199,New York,Bronx,2010,12,22.00616361290323
7200,Arkansas,Pulaski,2011,3,8.769857451612904
7201,California,Solano,2009,12,15.344603967741927
7202,Arizona,Pima,2010,8,7.374112774193549
7203,California,Orange,2010,4,6.303988766666668
7204,Idaho,Ada,2010,6,5.545103199999998
7205,Texas,McLennan,2010,12,5.137380290322581
7206,California,Riverside,2009,5,11.913672047619045
7207,Massachusetts,Suffolk,2009,11,18.086778400000004
7208,California,Sacramento,2010,4,7.156060263157899
7209,New York,Bronx,2010,7,15.98291063333334
7210,Pennsylvania,Allegheny,2010,4,13.28328232394366
7211,California,Fresno,2011,8,7.978069645161287
7212,California,Orange,2009,2,19.18944089285714
7213,Pennsylvania,Allegheny,2009,6,10.521541999999997
7214,California,Imperial,2010,6,12.473752266666674
7215,Pennsylvania,Philadelphia,2010,12,26.247966196721293
7216,California,Contra Costa,2011,1,12.807151521739138
7217,California,Humboldt,2011,11,2.9664194150943417
7218,California,Los Angeles,2009,5,16.965446608108127
7219,California,San Diego,2009,5,9.689629239130436
7220,Maine,Aroostook,2009,4,1.8948770333333345
7221,Oklahoma,Tulsa,2009,5,6.877062838709687
7222,Pennsylvania,Philadelphia,2010,11,20.18157579661017
7223,Arizona,Pima,2011,10,14.808906064516124
7224,California,Humboldt,2011,2,4.086208285714286
7225,California,Imperial,2011,1,19.74070103448276
7226,Ohio,Athens,2009,11,7.164203521739126
7227,California,Alameda,2010,5,9.112176483870979
7228,New York,Steuben,2010,12,2.8353160000000006
7229,Country Of Mexico,BAJA CALIFORNIA NORTE,2010,2,23.386986794117643
7230,District Of Columbia,District of Columbia,2009,3,19.769815967741938
7231,New York,Suffolk,2009,12,10.539920193548388
7232,Ohio,Athens,2009,9,4.1898067
7233,Oregon,Multnomah,2009,9,10.521256066666663
7234,Connecticut,New Haven,2010,10,13.989996419354828
7235,Delaware,New Castle,2011,1,20.969157517241378
7236,Pennsylvania,Allegheny,2011,4,10.629476779661026
7237,South Dakota,Minnehaha,2011,4,5.851205333333332
7238,Virginia,Alexandria City,2011,7,10.18456161290322
7239,Maryland,Prince George's,2012,3,9.239074333333335
7240,Pennsylvania,Erie,2012,10,4.005952428571429
7241,Texas,Harris,2012,11,15.296340988372073
7242,Iowa,Scott,2011,5,5.584640709677423
7243,New Mexico,Bernalillo,2011,9,10.404536379310347
7244,New York,Monroe,2011,9,6.364268500000008
7245,Pennsylvania,Philadelphia,2011,3,17.701069161290306
7246,Texas,Harris,2011,12,13.258601209580835
7247,Pennsylvania,Bucks,2012,9,7.901026566666663
7248,Connecticut,Fairfield,2011,7,8.152695863636369
7249,Minnesota,Anoka,2011,8,6.608430379310343
7250,New York,Monroe,2011,7,6.7753145901639344
7251,Texas,McLennan,2011,8,1.6104815666666659
7252,Arizona,Maricopa,2012,2,23.460695827586232
7253,Arkansas,Pulaski,2012,8,10.825236419354876
7254,Delaware,New Castle,2012,1,14.474444333333338
7255,District Of Columbia,District of Columbia,2012,6,10.76745992
7256,Indiana,Marion,2012,7,12.982702384615388
7257,Louisiana,East Baton Rouge,2012,8,10.442153678571419
7258,New Jersey,Essex,2012,2,21.737591482758617
7259,Pennsylvania,Bucks,2012,11,14.6439815
7260,Pennsylvania,Washington,2012,3,9.190277666666672
7261,Iowa,Scott,2011,9,6.1105029333333345
7262,Kansas,Wyandotte,2011,6,9.676077413793104
7263,Pennsylvania,Bucks,2011,3,9.517239322580645
7264,Minnesota,Anoka,2012,4,5.551677500000003
7265,Oklahoma,Oklahoma,2012,11,7.95307603333334
7266,Rhode Island,Providence,2012,11,10.203034578947369
7267,Idaho,Ada,2011,1,9.971031045454545
7268,Pennsylvania,Berks,2011,9,6.741766431372543
7269,Pennsylvania,York,2011,7,10.53471245161291
7270,Wyoming,Sweetwater,2011,8,4.6861825
7271,Colorado,Adams,2012,3,18.38851416129032
7272,Massachusetts,Suffolk,2012,6,11.626534399999999
7273,California,Riverside,2011,3,18.084633770491795
7274,Iowa,Polk,2011,4,6.985799999999999
7275,Louisiana,East Baton Rouge,2011,4,10.54343376666668
7276,Maryland,Baltimore,2011,1,19.179172451612907
7277,Pennsylvania,Berks,2011,11,10.768115966666665
7278,Pennsylvania,Bucks,2011,7,6.54558206451613
7279,Utah,Salt Lake,2011,4,12.776252448275857
7280,Wyoming,Sweetwater,2011,11,6.7837445666666705
7281,California,Imperial,2012,1,23.702380900000005
7282,Connecticut,Litchfield,2012,11,1.6288597333333328
7283,Hawaii,Honolulu,2012,9,2.8235085666666673
7284,Maine,Aroostook,2012,9,0.8110512666666664
7285,Rhode Island,Providence,2012,7,4.906339516129029
7286,Texas,McLennan,2012,12,4.303921166666668
7287,California,Sacramento,2011,4,4.792201433333335
7288,Nevada,Washoe,2011,10,17.322217580645166
7289,Arkansas,Pulaski,2012,1,12.246914322580615
7290,Utah,Duchesne,2012,6,2.1863783076923076
7291,California,San Diego,2011,11,15.930784866666674
7292,District Of Columbia,District of Columbia,2011,11,19.5948549326923
7293,New Jersey,Essex,2011,10,20.37280058064516
7294,Wyoming,Laramie,2011,12,6.074103967741931
7295,California,Alameda,2012,8,10.931299193548393
7296,California,Contra Costa,2012,10,8.73441534408601
7297,Nevada,Washoe,2012,9,11.830769666666662
7298,California,Santa Barbara,2012,6,1.0341970777777776
7299,California,San Bernardino,2011,6,15.67450747058824
7300,Indiana,Marion,2011,8,11.189417225806453
7301,Pennsylvania,Cambria,2011,12,13.973746925925923
7302,Pennsylvania,York,2011,5,9.030778740740733
7303,Colorado,Denver,2012,12,30.48103773333336
7304,Oklahoma,Adair,2012,3,2.8418365
7305,California,Santa Clara,2011,9,12.485974650000006
7306,Louisiana,East Baton Rouge,2011,1,14.8997593
7307,New York,Monroe,2011,2,13.90336370370369
7308,Connecticut,Fairfield,2012,5,6.594488032258067
7309,Connecticut,Hartford,2012,8,7.38444161290322
7310,Connecticut,Litchfield,2012,9,0.9400834333333332
7311,Ohio,Cuyahoga,2012,7,12.634917999999992
7312,Colorado,Adams,2011,7,14.901310129032254
7313,Connecticut,Fairfield,2011,9,5.803271866666661
7314,Ohio,Hamilton,2011,1,16.3562501
7315,Pennsylvania,Cambria,2011,6,6.889973999999996
7316,California,Los Angeles,2012,3,16.546352558823557
7317,Massachusetts,Suffolk,2012,2,19.26167555555556
7318,California,Sacramento,2011,3,7.318162999999994
7319,Texas,El Paso,2012,2,14.63583749019609
7320,Connecticut,New Haven,2011,3,12.630577032258055
7321,Delaware,New Castle,2011,6,8.951756279999993
7322,Georgia,DeKalb,2011,9,12.996762699999993
7323,Maryland,Baltimore,2011,4,8.901253620689657
7324,North Dakota,Cass,2011,11,4.845169099999997
7325,California,Imperial,2012,3,16.2649436451613
7326,Hawaii,Honolulu,2012,4,2.6282608666666696
7327,New York,Bronx,2012,4,17.22531703333333
7328,Oklahoma,Oklahoma,2012,3,4.1530714193548395
7329,California,San Diego,2011,5,8.5671205
7330,Connecticut,Hartford,2011,6,6.5907513
7331,Connecticut,New Haven,2011,11,20.319124586206904
7332,North Dakota,Cass,2011,5,4.242769391304348
7333,Pennsylvania,Erie,2011,10,7.770664590163936
7334,District Of Columbia,District of Columbia,2012,4,14.90654848958333
7335,Texas,McLennan,2012,1,6.472589096774189
7336,Illinois,Saint Clair,2011,5,6.677297193548393
7337,Louisiana,East Baton Rouge,2011,10,15.005512741935481
7338,Nevada,Washoe,2011,3,13.436002322580649
7339,North Dakota,Cass,2011,8,2.3447520967741964
7340,Oklahoma,Tulsa,2011,8,10.123544838709684
7341,California,Orange,2012,6,3.6381921666666677
7342,New Jersey,Essex,2012,8,15.824873733333334
7343,California,Santa Barbara,2011,1,3.8567795698924723
7344,Ohio,Cuyahoga,2011,4,14.726671633333334
7345,Connecticut,Litchfield,2011,5,1.5332345172413786
7346,Iowa,Scott,2011,2,10.421059214285721
7347,Oklahoma,Oklahoma,2011,10,7.491673580645163
7348,Wyoming,Sweetwater,2011,9,5.512319000000002
7349,New Mexico,Bernalillo,2012,7,7.499240290322579
7350,Connecticut,Fairfield,2011,8,7.659499000000002
7351,Delaware,New Castle,2011,12,14.956649888888895
7352,New York,Steuben,2011,10,1.8060226071428578
7353,North Carolina,Mecklenburg,2011,12,13.227726580645161
7354,South Dakota,Minnehaha,2011,8,4.414253129032252
7355,Oklahoma,Adair,2012,11,3.9458546315789467
7356,Oregon,Multnomah,2012,5,7.980567516129037
7357,Oregon,Multnomah,2012,10,10.027369588235278
7358,Pennsylvania,York,2012,10,10.409027838709681
7359,California,Orange,2011,5,4.1838378064516135
7360,Pennsylvania,Washington,2011,5,8.02448574193548
7361,Pennsylvania,Washington,2011,10,9.287634354838715
7362,Texas,El Paso,2011,10,14.049722548387093
7363,Florida,Orange,2012,9,3.647817433333332
7364,Maryland,Prince George's,2012,7,6.134156225806446
7365,Texas,El Paso,2012,3,12.56144471428571
7366,California,San Diego,2011,6,6.706623083333328
7367,California,San Diego,2011,12,19.981202580645157
7368,Connecticut,New Haven,2011,2,24.151069250000006
7369,Wyoming,Sweetwater,2011,10,4.334165774193548
7370,California,Los Angeles,2012,8,16.893679304347785
7371,California,Sacramento,2012,5,4.53740525
7372,District Of Columbia,District of Columbia,2012,7,10.782882053333335
7373,New Jersey,Camden,2012,11,18.962510433333318
7374,Maryland,Baltimore,2011,6,10.272335400000001
7375,Pennsylvania,Cambria,2011,8,5.58064519354839
7376,New York,Bronx,2012,10,17.847678354838735
7377,New York,Queens,2012,3,20.00638225806451
7378,Colorado,Adams,2011,8,15.390574451612906
7379,California,Humboldt,2012,3,0.5386523870967739
7380,New Jersey,Camden,2012,5,9.076909806451615
7381,New York,Queens,2012,12,20.616548806451608
7382,Texas,McLennan,2012,3,3.090937952380951
7383,California,Sacramento,2011,10,11.669791624999991
7384,New Jersey,Essex,2011,12,23.48589803225808
7385,Georgia,DeKalb,2012,11,14.970650933333344
7386,Indiana,Marion,2012,5,8.48928438709678
7387,New Jersey,Essex,2012,7,12.668788580645169
7388,Ohio,Cuyahoga,2012,9,13.0129951
7389,Texas,Harris,2012,4,8.823198764044939
7390,California,San Bernardino,2011,3,16.396681440677952
7391,Texas,El Paso,2011,7,4.590260666666667
7392,Utah,Salt Lake,2011,10,19.440178034482766
7393,New York,Queens,2012,10,15.914619548387103
7394,Texas,Harris,2012,8,7.946020129032263
7395,Georgia,DeKalb,2011,10,13.868410064516127
7396,New York,Bronx,2011,1,28.04779796774195
7397,New York,Steuben,2011,7,0.9323492222222224
7398,North Dakota,Cass,2011,4,3.1900567333333383
7399,Pennsylvania,Allegheny,2011,12,14.344436009708742
7400,California,Orange,2012,2,14.543532206896566
7401,California,San Diego,2012,4,9.499626233333322
7402,California,Santa Clara,2012,6,6.753831500000001
7403,Kansas,Wyandotte,2012,2,13.71862213793103
7404,Oklahoma,Tulsa,2012,5,7.253867606060604
7405,Rhode Island,Providence,2012,5,4.473046583333333
7406,Connecticut,Litchfield,2011,9,1.4244607999999985
7407,Virginia,Alexandria City,2011,6,11.765593433333335
7408,California,Alameda,2012,11,19.6351496
7409,Massachusetts,Suffolk,2012,7,12.603148999999995
7410,Minnesota,Anoka,2012,7,6.96969690909091
7411,New Jersey,Essex,2011,7,14.928142392857142
7412,Maine,Cumberland,2012,2,14.875352172413798
7413,New Jersey,Essex,2012,10,19.46922412903225
7414,Pennsylvania,Cambria,2012,6,5.517894517241377
7415,Connecticut,New Haven,2011,7,12.983231491525427
7416,Oklahoma,Adair,2011,2,5.2428896363636355
7417,Pennsylvania,York,2011,11,15.448738592592601
7418,Arizona,Pima,2012,6,8.23712495
7419,Pennsylvania,Washington,2012,10,7.7567205161290245
7420,Maine,Aroostook,2011,1,4.1062868620689645
7421,Pennsylvania,York,2012,7,9.039345129032254
7422,South Dakota,Minnehaha,2012,9,6.9173184000000045
7423,California,Riverside,2011,9,16.852085266666695
7424,Florida,Orange,2011,11,4.722157300000005
7425,California,Fresno,2012,3,12.675995419354841
7426,Florida,Orange,2012,1,9.467951322580642
7427,Kansas,Wyandotte,2012,11,15.933291222222225
7428,Massachusetts,Suffolk,2012,4,13.979561230769233
7429,Oregon,Multnomah,2012,4,8.85734913333334
7430,Indiana,Marion,2011,6,8.822691333333335
7431,Utah,Salt Lake,2011,5,9.982739066666673
7432,Virginia,Alexandria City,2011,9,11.06721653333333
7433,Wyoming,Laramie,2011,11,4.428657533333337
7434,California,San Diego,2012,6,6.905026199999997
7435,Connecticut,New Haven,2012,1,15.929801161290323
7436,Connecticut,New Haven,2012,7,11.007515225806454
7437,Nevada,Washoe,2012,2,18.386309724137938
7438,Nevada,Washoe,2012,8,10.169279999999999
7439,New Jersey,Essex,2012,3,20.446039935483878
7440,Oklahoma,Tulsa,2012,7,7.422605032258067
7441,Pennsylvania,Allegheny,2012,10,12.232668219512185
7442,Texas,El Paso,2012,7,8.404688327868854
7443,Illinois,Cook,2011,12,16.435802580645166
7444,Pennsylvania,Berks,2011,7,7.159382307692303
7445,California,Imperial,2012,4,13.644082133333345
7446,Colorado,Adams,2011,11,23.34126983333334
7447,Georgia,DeKalb,2011,8,13.38268054838711
7448,Illinois,Saint Clair,2011,12,12.274501038461539
7449,Ohio,Cuyahoga,2011,8,14.440972161290311
7450,Wyoming,Laramie,2011,4,2.021350586206898
7451,Country Of Mexico,BAJA CALIFORNIA NORTE,2011,10,27.691382090909084
7452,California,Santa Barbara,2011,6,0.8470921444444435
7453,California,Santa Barbara,2012,8,1.134596732240435
7454,California,Riverside,2011,10,22.79674032142853
7455,Minnesota,Anoka,2011,6,3.815702418181817
7456,New York,Bronx,2011,10,19.816205516129042
7457,New York,Queens,2011,4,18.17286376666667
7458,Oklahoma,Adair,2011,4,3.3425484000000005
7459,Pennsylvania,Cambria,2011,10,9.082339903225803
7460,California,Contra Costa,2012,9,7.975948909090918
7461,California,Fresno,2012,7,7.027019387096774
7462,California,Imperial,2012,8,8.28947941935484
7463,California,Sacramento,2012,9,9.801568280701755
7464,Maryland,Prince George's,2012,10,8.547857387096773
7465,Pennsylvania,Philadelphia,2012,6,12.373271206896543
7466,California,Riverside,2011,11,20.77310160000005
7467,Oklahoma,Oklahoma,2011,8,5.84618074193548
7468,Pennsylvania,Bucks,2011,6,7.394290700000001
7469,Texas,McLennan,2011,9,5.139799117647063
7470,Virginia,Hampton City,2011,7,4.829616612903225
7471,Arizona,Maricopa,2012,5,16.34567866071428
7472,Arkansas,Pulaski,2012,12,12.41511487096773
7473,California,Los Angeles,2012,12,22.231836833333375
7474,Massachusetts,Suffolk,2012,3,16.633728935483866
7475,Texas,McLennan,2012,10,3.474665225806452
7476,Delaware,New Castle,2011,2,15.218297100000001
7477,Ohio,Cuyahoga,2011,6,14.186602833333328
7478,Pennsylvania,Cambria,2011,2,13.791667
7479,South Dakota,Minnehaha,2012,12,7.678282677419352
7480,Connecticut,Litchfield,2011,11,3.925727666666667
7481,Kansas,Wyandotte,2011,11,12.366525066666673
7482,New Jersey,Essex,2011,2,27.520214928571427
7483,New Mexico,Bernalillo,2011,11,17.7002464
7484,New York,Bronx,2011,8,16.12365545161291
7485,Arkansas,Pulaski,2012,6,10.330414865546244
7486,California,Sacramento,2012,6,3.8948804347826096
7487,Oregon,Multnomah,2012,6,6.235948100000002
7488,Pennsylvania,Philadelphia,2012,3,18.317361709677424
7489,Texas,Harris,2012,12,12.79987116129032
7490,Connecticut,Fairfield,2011,4,8.150220533333336
7491,Florida,Orange,2011,4,4.383153700000003
7492,Nevada,Washoe,2011,7,9.27629693548387
7493,North Dakota,Cass,2011,3,7.5114522258064556
7494,Arizona,Pima,2012,1,20.626346709677403
7495,Arizona,Pima,2012,7,8.715924791666671
7496,California,Solano,2011,10,12.30823016129033
7497,Colorado,Adams,2011,3,15.223707200000005
7498,Georgia,DeKalb,2011,1,17.586213548387086
7499,Kansas,Wyandotte,2011,8,12.983553870967746
7500,Texas,Harris,2011,9,11.355855359550565
7501,Connecticut,Litchfield,2012,5,1.5398882580645163
7502,Kansas,Wyandotte,2012,4,9.22079493333334
7503,New York,Bronx,2012,1,21.83249187096772
7504,Pennsylvania,Philadelphia,2012,4,16.2752403
7505,Hawaii,Honolulu,2012,6,2.0607554017857077
7506,Oregon,Multnomah,2012,3,9.81773484
7507,Texas,El Paso,2012,5,9.778721672413804
7508,Hawaii,Honolulu,2011,4,3.118330033333329
